activite_association,id,nom_beneficiaire,Nature subv.,objet,"N°
DCM",annee_vote,montant,"Conv°
Lettre engagement",siret, Nature , Modalités de paiement ,Technique & Recherche,Architecture & urbanisme,Social,Education & formation,Culture & Arts,Humanitaire,Communication & média,Environnement & écologie,Aides aux associations,Sport,Santé,Relations internationales,Idée & opinion,Loisirs,Déplacements et transports,Tourisme,Mémoire,Défense des droits et des intérêts,Economie,Emploi,Précarité & Exclusion,Vie et animation locale
Santé,1425.0,RIRE CLOWNS POUR ENFANTS HOSPITALISES CA1425!,Fonctionnement,,V2019-552,19/12/2019,3000,Pièce paiement reçue,34774363500026.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1430.0,CENTRE D'ANIMATION CULTURELLE DU QUARTIER SAINT FRANCOIS CA1430!,Fonctionnement,,V2019-540,19/12/2019,500,Pièce paiement reçue,40223766300024.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Environnement & écologie,1457.0,MOSSON COULEE VERTE CA1457!,Fonctionnement,,V2019-551,19/12/2019,3000,Pièce paiement reçue,33173563900048.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1461.0,COLLECTIF KOA CA1461!,Projet,La danse des insoumis,V2019-546,19/12/2019,4000,Pièce paiement reçue,50294001800042.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,1463.0,PEDAGOGIE ET PRISON CA1463!,Projet,journal HECTOR,V2019-548,19/12/2019,500,Pièce paiement reçue,44931035800014.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santé,1480.0,INFO DON 34 CA1480!,Fonctionnement,,V2019-552,19/12/2019,400,Pièce paiement reçue,41909384400035.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,1487.0,BRIDGE COMEDIE MONTPELLIER CA1487!,Fonctionnement,,V2019-544,19/12/2019,2000,Pièce paiement reçue,42289774400013.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,1493.0,RESTAURANTS DU COEUR - RELAIS DU COEUR HERAULT CA1493!,Fonctionnement,,V2019-548,19/12/2019,54000,Pièce paiement reçue,40486777200034.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1523.0,DANSOMANIA ASSOCIATION CA1523!,Fonctionnement,,V2019-546,19/12/2019,5000,En attente réception,38253331300021.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,1541.0,MONTPELLIER TENNIS DE TABLE CA1541!,Fonctionnement,,V2019-544,19/12/2019,21500,Pièce paiement reçue,35272987500026.0,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,1541.0,MONTPELLIER TENNIS DE TABLE CA1541!,Projet,Stages Montpellier Sport,V2019-543,19/12/2019,2500,Pièce paiement reçue,42289774400013.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Social/Défense des droits et des intérêts,1543.0,FNATH ACCIDENTES DE LA VIE SECTION MONTPELLIER CA1543!,Fonctionnement,,V2019-548,19/12/2019,3800,En attente réception,77606048500039.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sport/Sport,1549.0,COMITE DEPARTEMENTAL DU SPORT ADAPTE HERAULT CA1549!,Fonctionnement,,V2019-544,19/12/2019,1300,Pièce paiement reçue,39436911000017.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1554.0,COMITE DE QUARTIER AIGUELONGUE ET JUSTICE EN CHÆUR AJC CA1554!,Fonctionnement,,V2019-540,19/12/2019,200,Pièce paiement reçue,75331210700018.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1554.0,COMITE DE QUARTIER AIGUELONGUE ET JUSTICE EN CHÆUR AJC CA1554!,Projet,CARNAVAL,V2019-540,19/12/2019,250,Pièce paiement reçue,75331210700018.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1554.0,COMITE DE QUARTIER AIGUELONGUE ET JUSTICE EN CHÆUR AJC CA1554!,Projet,AIGUELONGUE SE LA JOUE,V2019-540,19/12/2019,250,Pièce paiement reçue,75331210700018.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1554.0,COMITE DE QUARTIER AIGUELONGUE ET JUSTICE EN CHÆUR AJC CA1554!,Projet,ACCUEIL D'UN SPECTACLE DE THEATRE,V2019-540,19/12/2019,100,Pièce paiement reçue,75331210700018.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1554.0,COMITE DE QUARTIER AIGUELONGUE ET JUSTICE EN CHÆUR AJC CA1554!,Projet,SOUTIEN SCOLAIRE,V2019-540,19/12/2019,100,Pièce paiement reçue,75331210700018.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,1584.0,SPORT QUILLES MONTPELLIER SQM CA1584!,Fonctionnement,,V2019-544,19/12/2019,900,En attente réception,38970139200034.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1595.0,LE CRI DEVOT CA1595!,Fonctionnement,,V2019-546,19/12/2019,1000,Pièce paiement reçue,50996202300032.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1595.0,LE CRI DEVOT CA1595!,Projet,Save The Date #génération(s),V2019-546,19/12/2019,800,Pièce paiement reçue,50996202300032.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,1615.0,MUC BOXE FRANCAISE SAVATE CA1615!,Fonctionnement,,V2019-544,19/12/2019,1000,Pièce paiement reçue,51485414000019.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1619.0,LA DRAILLE COLOREE CA1619!,Fonctionnement,,V2019-546,19/12/2019,500,Pièce paiement reçue,49434516800038.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1659.0,LA SPHERE OBLIK CA1659!,Fonctionnement,,V2019-546,19/12/2019,500,Pièce paiement reçue,53096621700024.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,1664.0,L'AVITARELLE CA1664!,Fonctionnement,Distribution d'Aide Alimentaire,V2019-548,19/12/2019,4000,Pièce paiement reçue,38247608300011.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,1664.0,L'AVITARELLE CA1664!,Fonctionnement,Distribution d'Aide Alimentaire,V2019-548,19/12/2019,75000,Pièce paiement reçue,38247608300011.0,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1671.0,COMITE DES FETES DE LA VILLE DE MONTPELLIER CA1671!,Fonctionnement,,V2019-540,19/12/2019,1500,Pièce paiement reçue,75255283600013.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1671.0,COMITE DES FETES DE LA VILLE DE MONTPELLIER CA1671!,Projet,FETE DES SENIORS,V2019-540,19/12/2019,4800,Pièce paiement reçue,75255283600013.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,1702.0,LUMIERE ET AVENIR CA1702!,Projet,Les foulés de la mosson course pédestre,V2019-544,19/12/2019,1500,Pièce paiement reçue,44776285700012.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Humanitaire,1710.0,AMICALE ARMENIENNE DE MONTPELLIER ET LA REGION AAM CA1710!,Fonctionnement,,V2019-553,19/12/2019,300,Pièce paiement reçue,35347204600047.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1733.0,ATOUT CLOWNS CA1733!,Fonctionnement,,V2019-546,19/12/2019,1000,Pièce paiement reçue,51258811200015.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport,1746.0,MONTPELLIER HAEDONG KUMDO CA1746!,Projet,La tête et les jambes,V2019-543,19/12/2019,2000,En attente réception,39436911000017.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,1755.0,CENTRE APAJ (CENTRE D'ACCOMPAGNEMENT DE PARCOURS ADULTES ET JEUNES) CA1755!,Projet,Atelier DSL,V2019-548,19/12/2019,3500,Pièce paiement reçue,77605728300033.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,1755.0,CENTRE APAJ (CENTRE D'ACCOMPAGNEMENT DE PARCOURS ADULTES ET JEUNES) CA1755!,Projet,Médiation sociale et accès aux droits,V2019-548,19/12/2019,8000,Pièce paiement reçue,77605728300033.0,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1772.0,ALGER' CLUB CA1772!,Fonctionnement,,V2019-540,19/12/2019,1200,Pièce paiement reçue,43830319000013.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1774.0,COMPAGNIE PEPI MORENA CA1774!,Fonctionnement,,V2019-546,19/12/2019,2000,Pièce paiement reçue,38147970800053.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1781.0,REGARDS SUR LE CINEMA ALGERIEN CA1781!,Projet,Regards sur le Cinéma Algérien,V2019-546,19/12/2019,1500,Pièce paiement reçue,51453310800015.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humanitaire,1785.0,COMITE D'ORGANISATION FORUM SPORTIF ET CULTUREL - COFSEC CA1785!,Projet,40eme rencontre entre jeunes de Montpellier et Heidelbergà Heidelberg,V2019-553,19/12/2019,1000,Pièce paiement reçue,49226562400014.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humanitaire,1785.0,COMITE D'ORGANISATION FORUM SPORTIF ET CULTUREL - COFSEC CA1785!,Projet,10eme rencontre entre jeunes de Montpellier et Barcelone.,V2019-553,19/12/2019,1000,Pièce paiement reçue,75146815800017.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humanitaire,1785.0,COMITE D'ORGANISATION FORUM SPORTIF ET CULTUREL - COFSEC CA1785!,Projet,séminaire Montpellier Barcelone à Montpellier,V2019-553,19/12/2019,250,Pièce paiement reçue,75146815800017.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humanitaire,1785.0,COMITE D'ORGANISATION FORUM SPORTIF ET CULTUREL - COFSEC CA1785!,Projet,séminaire Montpellier Heidelberg à Montpellier,V2019-553,19/12/2019,250,Pièce paiement reçue,75146815800017.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,1785.0,COMITE D'ORGANISATION FORUM SPORTIF ET CULTUREL - COFSEC CA1785!,Fonctionnement,,V2019-544,19/12/2019,4300,Pièce paiement reçue,75410006300017.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1788.0,LES NUITS DU CHAT CA1788!,Projet,Festival les nuits du chat,V2019-546,19/12/2019,2500,Pièce paiement reçue,51295125200042.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santé,1806.0,AIDES MONTPELLIER CA1806!,Projet,Action de prévention combinée VIH/VHC,V2019-552,19/12/2019,1500,Pièce paiement reçue,75281393100025.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1810.0,OAQADI ON A QUELQUE CHOSE A DIRE CA1810!,Fonctionnement,,V2019-546,19/12/2019,1500,Pièce paiement reçue,49918742500024.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1810.0,OAQADI ON A QUELQUE CHOSE A DIRE CA1810!,Projet,festival de la radio éducative,V2019-546,19/12/2019,500,Pièce paiement reçue,49918742500024.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Education & formation,1814.0,UNION DEPARTEMENTALE DES DELEGUES DE L'EDUCATION NATIONALE CA1814!,Fonctionnement,,V2019-541,19/12/2019,600,Pièce paiement reçue,53441520300015.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Education & formation,1814.0,UNION DEPARTEMENTALE DES DELEGUES DE L'EDUCATION NATIONALE CA1814!,Projet,PRIX DE LA LAICITE E DE LA CITOYENNETE POUR LE VIVRE ENSEMBLE 2020,V2019-541,19/12/2019,200,Pièce paiement reçue,53441520300015.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,1819.0,CLUB SPORTIF BOULISTE DE MONTPELLIER CA1819!,Fonctionnement,,V2019-544,19/12/2019,2000,Pièce paiement reçue,75146815800017.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Social/Défense des droits et des intérêts,1828.0,MONTPELLIER TANDEM CLUB HANDISPORT MTCH CA1828!,Fonctionnement,,V2019-548,19/12/2019,800,Pièce paiement reçue,45283021900021.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Social/Défense des droits et des intérêts,1828.0,MONTPELLIER TANDEM CLUB HANDISPORT MTCH CA1828!,Projet,Séjour sportif tandem en Ecosse,V2019-548,19/12/2019,400,Pièce paiement reçue,45283021900021.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Humanitaire,1847.0,CENTRE DE DOCUMENTATION TIERS-MONDE CA1847!,Fonctionnement,,V2019-553,19/12/2019,2700,Pièce paiement reçue,75146815800017.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,1850.0,MONTPELLIER RUGBY CLUB CA1850!,Fonctionnement,,V2019-544,19/12/2019,58000,Pièce paiement reçue,42266017500015.0,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Social/Défense des droits et des intérêts,1853.0,FEMMES ACTIVES  MOUV  CA1853!,Projet,6 eme salon des metiers et des femmes,V2019-552,19/12/2019,900,Pièce paiement reçue,51244372200040.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Culture & Arts,1867.0,PIC ET COLEGRAM CA1867!,Fonctionnement,,V2019-546,19/12/2019,1500,Pièce paiement reçue,50421987400030.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mémoire,1878.0,SOCIETE DES MEMBRES DE LA LEGION D'HONNEUR CA1878!,Projet,Entretien de la mémoire,V2019-547,19/12/2019,220,En attente réception,77566640700074.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Culture & Arts,1879.0,ACADEMIE DES SCIENCES ET DES LETTRES DE MONTPELLIER ASLM CA1879!,Fonctionnement,,V2019-546,19/12/2019,6000,Pièce paiement reçue,42341161000011.0,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1879.0,ACADEMIE DES SCIENCES ET DES LETTRES DE MONTPELLIER ASLM CA1879!,Projet,Prix Sabatier d'Espeyran,V2019-546,19/12/2019,2000,Pièce paiement reçue,42341161000011.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport,1891.0,MONTPELLIER  GRS CA1891!,Projet,Partenariat Montpellier Sports - Gymnastique Rythmique,V2019-543,19/12/2019,2000,Pièce paiement reçue,52228492600014.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1894.0,AMICALE DES ANCIENS DU MAROC EN LANGUEDOC AAML CA1894!,Fonctionnement,,V2019-540,19/12/2019,1200,Pièce paiement reçue,50908448900012.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1902.0,ASSOCIATION DU NOUVEAU SAINTE-ANNE CA1902!,Projet,28ème nuits de Ste Anne,V2019-546,19/12/2019,5000,En attente réception,83258059100010.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1902.0,ASSOCIATION DU NOUVEAU SAINTE-ANNE CA1902!,Fonctionnement,,V2019-540,19/12/2019,500,En attente réception,83258059100010.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Défense des droits et des intérêts,1909.0,CENTRE D'INFORMATION DES DROITS DES FEMMES ET FAMILLES - CIDFF CA1909!,Projet,Parcours Vers l'Emploi (PVE) des femmes victimes de violences,V2019-552,19/12/2019,12000,Pièce paiement reçue,32582508100038.0,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Social/Défense des droits et des intérêts,1909.0,CENTRE D'INFORMATION DES DROITS DES FEMMES ET FAMILLES - CIDFF CA1909!,Projet,Femme Egalité Emploi - FEE,V2019-552,19/12/2019,3000,En attente réception,32582508100038.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Social/Social,1913.0,ASSOCIATION SAINT VINCENT DE PAUL-LOUISE DE MARILLAC _ CONSEIL DEPARTEMENTAL DE L'HERAULT CA1913!,Fonctionnement,,V2019-548,19/12/2019,500,Pièce paiement reçue,77606054300027.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,1914.0,LA PORTE OUVERTE CA1914!,Fonctionnement,,V2019-548,19/12/2019,3000,Pièce paiement reçue,41948621200030.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,1918.0,MONTPELLIER ATHLETIC RUNNING CLUB MARC CA1918!,Fonctionnement,,V2019-544,19/12/2019,1900,En attente réception,34536293300029.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1919.0,ASSOCIATION POUR LE DEVELOPPEMENT D'UN OUTIL RADIOPHONIQUE ETUDIANT CA1919!,Fonctionnement,,V2019-546,19/12/2019,8000,Pièce paiement reçue,43199519000029.0,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,1928.0,MONTPELLIER AGGLOMERATION TRIATHLON MAT CA1928!,Projet,URBAN TRAIL MONTPELLIER,V2019-544,19/12/2019,9200,Pièce paiement reçue,44817969700017.0,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,1928.0,MONTPELLIER AGGLOMERATION TRIATHLON MAT CA1928!,Projet,URBAN TRAIL MONTPELLIER,V2019-543,19/12/2019,2000,Pièce paiement reçue,34132172700024.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,1935.0,LES CHEVALIERS DE LA GAULE CA1935!,Projet,,V2019-543,19/12/2019,2400,En attente réception,39353541400022.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Social/Défense des droits et des intérêts,1936.0,ROULE NATURE CA1936!,Fonctionnement,,V2019-548,19/12/2019,2600,Pièce paiement reçue,48929124500012.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Social/Social,1942.0,BANQUE ALIMENTAIRE DE L'HERAULT CA1942!,Fonctionnement,,V2019-548,19/12/2019,18000,Pièce paiement reçue,34422370600047.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1949.0,THEAVIDA CA1949!,Fonctionnement,,V2019-546,19/12/2019,1000,Pièce paiement reçue,51431304800035.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1949.0,THEAVIDA CA1949!,Projet,Vida'Festiv 12,V2019-546,19/12/2019,500,Pièce paiement reçue,51431304800035.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1966.0,ASSOCIATION DES PRODUCTEURS EDITEUR DE MUSIQUE EN LANGUEDOC ROUSS CA1966!,Fonctionnement,,V2019-546,19/12/2019,1800,Pièce paiement reçue,51115359500018.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1970.0,ASSOCIATION DES PUPILLES DE LA NATION DES ORPHELINS DE GUERRE OU DU DEVOIR - DELEGATION DE L'HERAULT CA1970!,Fonctionnement,,V2019-540,19/12/2019,500,Pièce paiement reçue,51143319500027.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1973.0,LES AMIS DU GRAIN DES MOTS CA1973!,Fonctionnement,,V2019-546,19/12/2019,600,En attente réception,53950729300014.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,1986.0,CHORALE CANTICA DE MONTPELLIER CA1986!,Fonctionnement,,V2019-546,19/12/2019,1300,En attente réception,53034028000011.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2003.0,COMPAGNIE AUGUSTE SINGE CA2003!,Fonctionnement,,V2019-546,19/12/2019,1500,Pièce paiement reçue,51960173600043.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2009.0,CORALEN CA2009!,Fonctionnement,,V2019-546,19/12/2019,500,Pièce paiement reçue,47956803200029.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2011.0,COMITE DE QUARTIER CROIX D'ARGENT-SABINES CA2011!,Fonctionnement,,V2019-540,19/12/2019,500,Pièce paiement reçue,79836507800012.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2012.0,ASSOCIATION DE QUARTIER BEAUX-ARTS PIERRE ROUGE CA2012!,Fonctionnement,,V2019-540,19/12/2019,500,Pièce paiement reçue,79786714000015.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2012.0,ASSOCIATION DE QUARTIER BEAUX-ARTS PIERRE ROUGE CA2012!,Projet,BAL DE QUARTIER,V2019-540,19/12/2019,250,Pièce paiement reçue,79786714000015.0,Paiment en une seule fois à reception de la lettre d'engagement,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
