Thématique,N°Asso.,Nom association,Nature subv.,Titre du projet,"N°
DCM","DCM
Date", Accordé ,"Conv°
Lettre engagement",SIRET, Nature , Modalités de paiement 
CULTURE,4573,ATELIER DE RENCONTRE ET DE RECHERCHE COMPARATIVE EN ETHNOLOGIE CA4573!,Fonctionnement,,V2019-546,19/12/2019,700 €,En attente réception,40211431800056,Paiment en une seule fois à reception de la lettre d'engagement,
SOCIAL / AIDE ALIMENTAIRE,4583,ORDRE DE MALTE - FRANCE CA4583!,Projet,petits déjeuners pour les personnes en situation de précarité,V2019-548,19/12/2019,"2,000 €",Pièce paiement reçue,74354232000002,Paiment en une seule fois à reception de la lettre d'engagement,
VIE ASSOCIATIVE,4594,COMITE DE QUARTIER LES AMOUREUX DE CANDOLLE CA4594!,Fonctionnement,,V2019-540,19/12/2019,500 €,En attente réception,47798306800016,Paiment en une seule fois à reception de la lettre d'engagement,
VIE ASSOCIATIVE,4594,COMITE DE QUARTIER LES AMOUREUX DE CANDOLLE CA4594!,Projet,,V2019-540,19/12/2019,350 €,En attente réception,47798306800016,Paiment en une seule fois à reception de la lettre d'engagement,
VIE ASSOCIATIVE,4594,COMITE DE QUARTIER LES AMOUREUX DE CANDOLLE CA4594!,Projet,,V2019-540,19/12/2019,350 €,En attente réception,47798306800016,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,4619,MINI BOLIDE MONTPELLIERAIN CA4619!,Fonctionnement,,V2019-544,19/12/2019,500 €,En attente réception,75322058100015,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4630,CHOEUR D'O CA4630!,Projet,"Concert ""Sacré Mozart - une vie de génie""",V2019-546,19/12/2019,800 €,Pièce paiement reçue,49346871400016,Paiment en une seule fois à reception de la lettre d'engagement,
SOCIAL / SOLIDARITE,4636,"LE PEYROU ""SENIORS EN ACTION"" CA4636!",Fonctionnement,,V2019-548,19/12/2019,400 €,Pièce paiement reçue,75333621300016,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,4643,MONTPELLIER FUNNY RIDERS CA4643!,Fonctionnement,,V2019-544,19/12/2019,"2,000 €",Pièce paiement reçue,52802982000016,Paiment en une seule fois à reception de la lettre d'engagement,
PARTENARIATS SPORT,4643,MONTPELLIER FUNNY RIDERS CA4643!,Projet,Stage montpellier sport,V2019-543,19/12/2019,"2,500 €",Pièce paiement reçue,43275729200045,Paiment en une seule fois à reception de la lettre d'engagement,
ECONOMIE / DEV ECO COMMERCIAL,4664,MARCHES PAYSANS ASSOCIATION CA4664!,Fonctionnement,,V2019-550,19/12/2019,500 €,En attente réception,77606004800035,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,4701,MFA MONTPELLIER FOOTBALL AMERICAIN LES HURRICANES CA4701!,Fonctionnement,,V2019-544,19/12/2019,"3,000 €",Pièce paiement reçue,54008755800016,Paiment en une seule fois à reception de la lettre d'engagement,
PARTENARIATS SPORT,4701,MFA MONTPELLIER FOOTBALL AMERICAIN LES HURRICANES CA4701!,Projet,stageMontpellier sport,V2019-543,19/12/2019,500 €,Pièce paiement reçue,54008755800016,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,4720,AGGLOMERATION MONTPELLIER SPORT D'ORIENTATION DE L'HERAULT CA4720!,Fonctionnement,,V2019-544,19/12/2019,"1,000 €",Pièce paiement reçue,54004434400013,Paiment en une seule fois à reception de la lettre d'engagement,
PARTENARIATS SPORT,4720,AGGLOMERATION MONTPELLIER SPORT D'ORIENTATION DE L'HERAULT CA4720!,Projet,Biathlon co laser / orientation et tir à la carabine laser ,V2019-543,19/12/2019,"2,000 €",Pièce paiement reçue,54004434400013,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4726,L'ACCROCHE CHOEUR CA4726!,Fonctionnement,,V2019-546,19/12/2019,800 €,Pièce paiement reçue,75247483300015,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4744,CHEVRE FEUILLE ETOILEE EDITIONS CA4744!,Fonctionnement,,V2019-546,19/12/2019,900 €,Pièce paiement reçue,42977787300051,Paiment en une seule fois à reception de la lettre d'engagement,
VIE ASSOCIATIVE,4747,ANIMATION ET VIE DES AUBES AVA CA4747!,Fonctionnement,,V2019-540,19/12/2019,500 €,Pièce paiement reçue,48811218600017,Paiment en une seule fois à reception de la lettre d'engagement,
VIE ASSOCIATIVE,4747,ANIMATION ET VIE DES AUBES AVA CA4747!,Projet,AUBESESSIONS,V2019-540,19/12/2019,700 €,Pièce paiement reçue,48811218600017,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4755,ASSOCIATION LOLA PRODUCT CA4755!,Fonctionnement,,V2019-546,19/12/2019,"6,000 €",En attente réception,39047337900027,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
INTERNATIONAL,4763,MONTPELLIER CUBA SOLIDARITE CA4763!,Fonctionnement,,V2019-553,19/12/2019,700 €,Pièce paiement reçue,49394487000010,Paiment en une seule fois à reception de la lettre d'engagement,
ENFANCE,4770,RIROLI CA4770!,Fonctionnement,,V2019-549,19/12/2019,600 €,En attente réception,48434516000085,Paiment en une seule fois à reception de la lettre d'engagement,
SOCIAL / COHESION SOCIALE,4773,"DEFI - DEVELOPPEMENT, FORMATION, INSERTION CA4773!",Fonctionnement,,V2019-548,19/12/2019,"5,000 €",Pièce paiement reçue,40364431300047,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4778,ART ET CREATION CHORALE ACC CA4778!,Fonctionnement,,V2019-546,19/12/2019,"1,200 €",Pièce paiement reçue,52214964000024,Paiment en une seule fois à reception de la lettre d'engagement,
SOCIAL / LUTTE CONTRE LES DISCRIMINATIONS,4786,FIERTE MONTPELLIER PRIDE CA4786!,Fonctionnement,,V2019-548,19/12/2019,"6,500 €",Pièce paiement reçue,42170764700044,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
SOCIAL / LUTTE CONTRE LES DISCRIMINATIONS,4786,FIERTE MONTPELLIER PRIDE CA4786!,Projet,Pride off montpellier ex festiv'all,V2019-548,19/12/2019,"5,000 €",Pièce paiement reçue,42170764700044,Paiment en une seule fois à reception de la lettre d'engagement,
SOCIAL / LUTTE CONTRE LES DISCRIMINATIONS,4786,FIERTE MONTPELLIER PRIDE CA4786!,Projet,27éme édition de la marche des diversités pride de montpellier et 25éme anniversaire de l'association fierté montpellier pride,V2019-548,19/12/2019,"5,000 €",Pièce paiement reçue,42170764700044,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4799,CABOMUNDO - CAP MONDE CA4799!,Fonctionnement,,V2019-546,19/12/2019,"2,000 €",En attente réception,48865273600015,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,4806,ASSOCIATION SPORTIVE ET CULTURELLE PAILLADE MERCURE CA4806!,Fonctionnement,,V2019-544,19/12/2019,"6,000 €",En attente réception,44818103200013,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
PARTENARIATS SPORT,4806,ASSOCIATION SPORTIVE ET CULTURELLE PAILLADE MERCURE CA4806!,Projet,STAGES,V2019-543,19/12/2019,"3,300 €",En attente réception,44818103200013,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4812,COMPAGNIE ADESSO E SEMPRE CA4812!,Fonctionnement,,V2019-546,19/12/2019,"8,500 €",Pièce paiement reçue,38895307700061,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
CULTURE,4817,VOX RAPIDO CA4817!,Fonctionnement,,V2019-546,19/12/2019,"3,200 €",Pièce paiement reçue,45119387400018,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4819,L'ATALANTE CA4819!,Fonctionnement,,V2019-546,19/12/2019,"3,500 €",En attente réception,43216974600034,Paiment en une seule fois à reception de la lettre d'engagement,
VIE ASSOCIATIVE,4840,ADEQV QUARTIERS PETIT BARD PERGOLA ADEQV CA4840!,Fonctionnement,,V2019-540,19/12/2019,500 €,Pièce paiement reçue,74982582400016,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / JEUNESSE VIE ETUDIANTE,4867,SOS JEUNES CA4867!,Fonctionnement,,V2019-545,19/12/2019,"2,000 €",Pièce paiement reçue,43980153100047,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,4870,CLUB SPORTIF DES SOURDS DE MONTPELLIER CA4870!,Projet,Conseil d'administration,V2019-544,19/12/2019,500 €,En attente réception,41256475900014,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,4870,CLUB SPORTIF DES SOURDS DE MONTPELLIER CA4870!,Projet,Football,V2019-544,19/12/2019,500 €,En attente réception,80991633100014,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,4875,ASSOCIATION SPORTIVE DE CELLENEUVE CA4875!,Fonctionnement,,V2019-544,19/12/2019,"6,000 €",Pièce paiement reçue,80991633100014,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
JEUNESSE & SPORT / SPORTS,4875,ASSOCIATION SPORTIVE DE CELLENEUVE CA4875!,Projet,Tournoi annuel de fin d'année de l'AS Celleneuve,V2019-544,19/12/2019,500 €,Pièce paiement reçue,44913956700019,Paiment en une seule fois à reception de la lettre d'engagement,
PARTENARIATS SPORT,4875,ASSOCIATION SPORTIVE DE CELLENEUVE CA4875!,Projet,Stage de foot vacance,V2019-543,19/12/2019,"2,900 €",Pièce paiement reçue,41256475900014,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,4890,ASSOCIATION OMNISPORT DE MONTPELLIER FIGUEROLLES CA4890!,Fonctionnement,,V2019-544,19/12/2019,"2,700 €",Pièce paiement reçue,44913956700019,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,4890,ASSOCIATION OMNISPORT DE MONTPELLIER FIGUEROLLES CA4890!,Projet,Respect d'autrui et de soi via le respect,V2019-544,19/12/2019,500 €,Pièce paiement reçue,50464704100012,Paiment en une seule fois à reception de la lettre d'engagement,
PARTENARIATS SPORT,4890,ASSOCIATION OMNISPORT DE MONTPELLIER FIGUEROLLES CA4890!,Projet,Stage Vacance,V2019-543,19/12/2019,"2,500 €",Pièce paiement reçue,44913956700019,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,4897,ENERGIE PAILLADE CA4897!,Fonctionnement,,V2019-544,19/12/2019,"1,000 €",En attente réception,50464704100012,Paiment en une seule fois à reception de la lettre d'engagement,
SOCIAL / LUTTE CONTRE LES DISCRIMINATIONS,4904,HABITER ENFIN CA4904!,Projet,Accompagnement au logement,V2019-548,19/12/2019,"1,000 €",Pièce paiement reçue,42504612500034,Paiment en une seule fois à reception de la lettre d'engagement,
FINANCES,4914,UNION SYNDICALE SOLIDAIRES 34 CA4914!,Fonctionnement,,V2019-538,19/12/2019,"1,000 €",Pièce paiement reçue,77571979202080,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4928,VILCANOTA CA4928!,Fonctionnement,,V2019-546,19/12/2019,"1,500 €",Pièce paiement reçue,44048749400021,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4932,COMPAGNIE DORE CA4932!,Fonctionnement,,V2019-546,19/12/2019,"2,000 €",Pièce paiement reçue,42195229200058,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4932,COMPAGNIE DORE CA4932!,Projet,Gare aux clowns,V2019-546,19/12/2019,"1,000 €",Pièce paiement reçue,42195229200058,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4936,INTERSTICES CA4936!,Fonctionnement,,V2019-546,19/12/2019,"2,500 €",Pièce paiement reçue,44760339000017,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4937,COMPAGNIE TIRE PAS LA NAPPE CA4937!,Fonctionnement,,V2019-546,19/12/2019,"7,000 €",En attente réception,42154412300035,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
CULTURE,4951,ASSOCIATION BRUIT QUI COURT CA4951!,Fonctionnement,,V2019-546,19/12/2019,"4,500 €",En attente réception,44762486700035,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4953,L'ARC EN CIEL DES FAUBOURGS CA4953!,Projet,25eme Festival des fanfares de Montpellier - Edition 2020,V2019-546,19/12/2019,"20,000 €",En attente réception,49267012000012,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
CULTURE,4955,CENTRE CULTUREL INTERNATIONAL MUSIQUES SANS FRONTIERES CA4955!,Fonctionnement,,V2019-546,19/12/2019,"15,000 €",Pièce paiement reçue,39238192700020,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
CULTURE,4962,GROGNON FRERES CA4962!,Fonctionnement,,V2019-546,19/12/2019,"3,500 €",En attente réception,42047866100044,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4967,ZIGZAGS ARBATZ ET COMPAGNIE CA4967!,Fonctionnement,,V2019-546,19/12/2019,"2,700 €",Pièce paiement reçue,34912225900071,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4974,OCCITANIE FILMS CA4974!,Fonctionnement,,V2019-546,19/12/2019,"3,000 €",Pièce paiement reçue,41097028900048,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4977,RANK'ART CA4977!,Projet,FESTIVAL MAMA STOCK 4,V2019-546,19/12/2019,"1,000 €",Pièce paiement reçue,42166437600041,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4977,RANK'ART CA4977!,Projet,FETE DES MAMAS 5,V2019-546,19/12/2019,"1,000 €",Pièce paiement reçue,42166437600041,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4979,POLYFOLIES CA4979!,Fonctionnement,,V2019-546,19/12/2019,500 €,Pièce paiement reçue,45053570300042,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,4991,GROUPE NOCES DANSE IMAGES CA4991!,Fonctionnement,,V2019-546,19/12/2019,"2,500 €",Pièce paiement reçue,47885200700028,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,5002,MOSSON FULL-CONTACT CA5002!,Fonctionnement,,V2019-544,19/12/2019,"3,500 €",Pièce paiement reçue,49856787400017,Paiment en une seule fois à reception de la lettre d'engagement,
PARTENARIATS SPORT,5002,MOSSON FULL-CONTACT CA5002!,Projet,PARTENARIATS MONTELLIER SPORTS,V2019-543,19/12/2019,"2,700 €",Pièce paiement reçue,50464704100012,Paiment en une seule fois à reception de la lettre d'engagement,
INTERNATIONAL,5008,CASA AMADIS ASSO CULTURELLE DE LANGUE PORTUGAISE DE MONTPELLIER CA5008!,Projet,Fête de l'illustration,V2019-553,19/12/2019,300 €,Pièce paiement reçue,52824205000011,Paiment en une seule fois à reception de la lettre d'engagement,
REUSSITE EDUCATIVE,5012,COMPAGNIE MINIBUS CA5012!,Projet,Sur la route avec Anabelle,V2019-541,19/12/2019,900 €,Pièce paiement reçue,44230972000013,Paiment en une seule fois à reception de la lettre d'engagement,
REUSSITE EDUCATIVE,5012,COMPAGNIE MINIBUS CA5012!,Projet,Opération Brocoli,V2019-541,19/12/2019,"1,800 €",Pièce paiement reçue,44230972000013,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5016,COMPAGNIE LES PERLES DE VERRE CA5016!,Fonctionnement,,V2019-546,19/12/2019,"4,100 €",Pièce paiement reçue,42942532500025,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5016,COMPAGNIE LES PERLES DE VERRE CA5016!,Projet,Saison La baignoire,V2019-546,19/12/2019,"5,000 €",Pièce paiement reçue,42942532500025,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5019,VASISTAS CA5019!,Fonctionnement,,V2019-546,19/12/2019,"7,000 €",Pièce paiement reçue,43290638600011,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
CULTURE,5020,ASSOCIATION STELLA- CIE PLAY/MICHELE MURRAY CA5020!,Fonctionnement,,V2019-546,19/12/2019,"4,000 €",Pièce paiement reçue,42403537600021,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5034,ASSOCIATION CHICANES CA5034!,Fonctionnement,,V2019-546,19/12/2019,"5,000 €",Pièce paiement reçue,38899924500029,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5036,APERTO CA5036!,Fonctionnement,,V2019-546,19/12/2019,"7,000 €",En attente réception,42082293400030,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
CULTURE,5037,TRANSIT COLLECTIF PHOTOGRAPHIQUE CA5037!,Projet,RESIDENCE PHOTOGRAPHIQUE ,V2019-546,19/12/2019,"4,000 €",En attente réception,45356815600013,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5039,MACHINE THEATRE CA5039!,Fonctionnement,,V2019-546,19/12/2019,"8,000 €",En attente réception,44145722300051,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
CULTURE,5049,N.U. (NOS URGENCES) COLLECTIF D'ARTISTES CA5049!,Fonctionnement,,V2019-546,19/12/2019,"1,000 €",En attente réception,44764370100025,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5052,COMPAGNIE AUTRE MINA CA5052!,Fonctionnement,,V2019-546,19/12/2019,"4,500 €",Pièce paiement reçue,44940194200031,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5055,LO TALHIER PARLAR -CENTRE FORMACION PROFESSIONALA OCCITAN CA5055!,Fonctionnement,,V2019-546,19/12/2019,"3,500 €",Pièce paiement reçue,39856772700019,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5059,GALERIE AL/MA CA5059!,Projet,organisation de six expositions d'artistes contemporains à la galerie AL/MA,V2019-546,19/12/2019,"7,000 €",En attente réception,45343983800039,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
INTERNATIONAL,5072,ASSOCIATION DE GESTION DE LA MAISON DE MONTPELLIER A HEIDELBERG CA5072!,Fonctionnement,,V2019-553,19/12/2019,"105,236 €",Pièce paiement reçue,47934492100016,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
INTERNATIONAL,5072,ASSOCIATION DE GESTION DE LA MAISON DE MONTPELLIER A HEIDELBERG CA5072!,Projet,,V2019-553,19/12/2019,"5,000 €",Pièce paiement reçue,79799153600013,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,5086,LES FAUTEUILS DE FEU CA5086!,Fonctionnement,,V2019-544,19/12/2019,"2,700 €",Pièce paiement reçue,48183348100015,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5095,LES CHIENS ANDALOUS CA5095!,Projet,Coordination locale du dispositif Ecole et Cinéma ,V2019-546,19/12/2019,"3,500 €",Pièce paiement reçue,42117332900036,Paiment en une seule fois à reception de la lettre d'engagement,
REUSSITE EDUCATIVE,5097,LES ENFANTS D'HELENE CA5097!,Fonctionnement,,V2019-541,19/12/2019,"3,000 €",Pièce paiement reçue,51105832300045,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5105,L'ADRESSE CA5105!,Fonctionnement,,V2019-546,19/12/2019,"4,500 €",Pièce paiement reçue,51173938500025,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5109,COMPAGNIE DE L'ASTROLABE CA5109!,Fonctionnement,,V2019-546,19/12/2019,"6,000 €",En attente réception,50890528800017,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
CULTURE,5109,COMPAGNIE DE L'ASTROLABE CA5109!,Projet,A nos ailleurs,V2019-546,19/12/2019,"1,500 €",En attente réception,50890528800017,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5110,COMPAGNIE VERTIGO CA5110!,Fonctionnement,,V2019-546,19/12/2019,"3,500 €",Pièce paiement reçue,50890600500014,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5122,COMPAGNIE ALEGRIA KRYPTONITE CA5122!,Fonctionnement,,V2019-546,19/12/2019,500 €,En attente réception,50018652300030,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5122,COMPAGNIE ALEGRIA KRYPTONITE CA5122!,Projet,DESTINATION IDENTITE,V2019-546,19/12/2019,800 €,En attente réception,50018652300030,Paiment en une seule fois à reception de la lettre d'engagement,
SANTE,5138,BLOUSES ROSES CA5138!,Fonctionnement,,V2019-552,19/12/2019,500 €,Pièce paiement reçue,45231149100032,Paiment en une seule fois à reception de la lettre d'engagement,
VIE ASSOCIATIVE,5140,ASSOCIATION POUR  LE RASSEMBLEMENT DES CITOYENS ET COMMERCANTS ARCEC CA5140!,Fonctionnement,,V2019-540,19/12/2019,700 €,Pièce paiement reçue,79491161000010,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5149,BRISCARTS CA5149!,Projet,Parcours d'ateliers d'artistes de Montpellier,V2019-546,19/12/2019,"1,500 €",Pièce paiement reçue,51025722300014,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5154,C'EST RARE FILM CA5154!,Projet,13ème journée du cinéma Suisse,V2019-546,19/12/2019,"2,000 €",Pièce paiement reçue,50283384100013,Paiment en une seule fois à reception de la lettre d'engagement,
VIE ASSOCIATIVE,5164,COLLECTIF DE COORDINATION DES COMITES DE QUARTIER DE MPL CCCQ. CA5164!,Fonctionnement,,V2019-540,19/12/2019,500 €,Pièce paiement reçue,54008750900019,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,5167,GENERATION TAEKWONDO CA5167!,Fonctionnement,,V2019-544,19/12/2019,"5,800 €",Pièce paiement reçue,48848062500026,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
PARTENARIATS SPORT,5167,GENERATION TAEKWONDO CA5167!,Projet,stage vacances,V2019-543,19/12/2019,"2,500 €",Pièce paiement reçue,48183348100015,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5172,LE CHOEUR DES BALLADINS CA5172!,Fonctionnement,,V2019-546,19/12/2019,500 €,Pièce paiement reçue,78875117000010,Paiment en une seule fois à reception de la lettre d'engagement,
VIE ASSOCIATIVE,5182,ASSO DES RIVERAINS DE LA RUE DE FONTCOUVERTE ET RUES ADJACENTES ET POUR LA PRESERVATION DU PARC MONTCALM CA5182!,Fonctionnement,,V2019-540,19/12/2019,500 €,Pièce paiement reçue,75247410600016,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5192,ASSO RECHERCHE ENSEIGNEMENT LANGUES ANCIENNES MONTPELLIER ARELAM CA5192!,Projet,,V2019-546,19/12/2019,500 €,Pièce paiement reçue,80049968300012,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5205,COMPAGNIE MOEBIUS CA5205!,Fonctionnement,,V2019-546,19/12/2019,"4,000 €",En attente réception,50094212300034,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / JEUNESSE VIE ETUDIANTE,5210,MDA 34 - GROUPEMENT DE COOPERATION SOCIALE ET MEDICO SOCIALE MAISON DES ADOLESCENTS DE L'HERAULT CA5210!,Fonctionnement,,V2019-545,19/12/2019,"30,000 €",Pièce paiement reçue,44819541200029,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
JEUNESSE & SPORT / SPORTS,5223,MONTPELLIER ATHLETIC MEDITERRANEE METROPOLE  MA2M CA5223!,Projet,MArathon 2020,V2019-544,19/12/2019,"39,000 €",Pièce paiement reçue,78881284000015,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
CULTURE,5240,BOOMERANG CA5240!,Fonctionnement,,V2019-546,19/12/2019,800 €,Pièce paiement reçue,43458217700029,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5254,MARIE LOUISE BOUILLONNE CA5254!,Projet,FAUVE,V2019-546,19/12/2019,"1,000 €",Pièce paiement reçue,48763821500045,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5263,DE BOUCHE A OREILLE CA5263!,Fonctionnement,,V2019-546,19/12/2019,"1,700 €",En attente réception,48460318800026,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5266,SQUEEZE CA5266!,Projet,Zone d'autonomie littéraire édition numero 10,V2019-546,19/12/2019,"1,000 €",Pièce paiement reçue,47964227400035,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5305,LA MAISON THEATRE CA5305!,Fonctionnement,,V2019-546,19/12/2019,"2,000 €",Pièce paiement reçue,51811615700042,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5305,LA MAISON THEATRE CA5305!,Projet,ACTION 4 EGALITE HOMME FEMME,V2019-546,19/12/2019,"1,000 €",Pièce paiement reçue,51811615700042,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5305,LA MAISON THEATRE CA5305!,Projet,RENTREE CITOYENNE,V2019-546,19/12/2019,"1,000 €",Pièce paiement reçue,51811615700042,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5319,KLUB KLAMAUK CA5319!,Projet,MY JOSEPHINE AND DUFF,V2019-546,19/12/2019,"1,500 €",Pièce paiement reçue,52816237300013,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5361,L OREILLE ELECTRIQUE CA5361!,Fonctionnement,,V2019-546,19/12/2019,"2,000 €",Pièce paiement reçue,52158136300012,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,5368,MONTPELLIER RUGBY CLUB  SASP CA5368!,Fonctionnement,,V2019-544,19/12/2019,"96,000 €",En attente réception,51342344200013,"Paiement en 2 fois: 50% à réception de la convention, 50% à réception des pièces mentionnées dans la convention",
CULTURE,5374,"ASSOCIATION POUR LA PROMOTION DE L'ARCHITECTURE, DES ARTS APPLIQUES ET VISUELS CA5374!",Fonctionnement,,V2019-546,19/12/2019,"5,000 €",Pièce paiement reçue,53472176600010,Paiment en une seule fois à reception de la lettre d'engagement,
SOCIAL / DROIT DES FEMMES,5377,CICADE CA5377!,Projet,lieu ressource sur le droit de la famille des femmes étrangères.,V2019-552,19/12/2019,"1,200 €",En attente réception,41779023500036,Paiment en une seule fois à reception de la lettre d'engagement,
REUSSITE EDUCATIVE,5385,ZADIGOZINC CA5385!,Projet,"Les évènements culturels dans le café : concerts, théâtre et animations artistiques",V2019-541,19/12/2019,"2,000 €",Pièce paiement reçue,52325595800010,Paiment en une seule fois à reception de la lettre d'engagement,
REUSSITE EDUCATIVE,5385,ZADIGOZINC CA5385!,Projet,Les activités dans le café,V2019-541,19/12/2019,"2,000 €",Pièce paiement reçue,52325595800010,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5386,GRAPHIE CA5386!,Fonctionnement,,V2019-546,19/12/2019,500 €,Pièce paiement reçue,51506941700019,Paiment en une seule fois à reception de la lettre d'engagement,
CULTURE,5386,GRAPHIE CA5386!,Projet,ECRIRE EN PSYCHATRIE,V2019-546,19/12/2019,300 €,Pièce paiement reçue,51506941700019,Paiment en une seule fois à reception de la lettre d'engagement,
JEUNESSE & SPORT / SPORTS,5400,A.K. SPORT CA5400!,Fonctionnement,,V2019-544,19/12/2019,"9,500 €",Pièce paiement reçue,43383902400026,"Paiement en 2 fois: 70% à réception de la convention, 30% à réception des pièces mentionnées dans la convention",
